42-2-52;20-3-4
42-3-1;40-14-1
42-3-1;42-23-7
42-3-2;40-26-57
42-3-2;43-18-13
42-3-2;43-18-24
42-3-2;44-4-6
42-3-2;43-1-6
42-3-2;42-1-80
42-3-3;40-3-1
42-3-3;41-1-4
42-3-3;42-1-77
42-3-3;44-13-24
42-3-5;23-40-4
42-3-6;19-98-2
42-3-6;23-40-5
42-3-6;23-52-10
42-3-6;42-2-30
42-3-6;44-28-28
42-3-8;40-3-8
42-3-8;44-26-20
42-3-10;44-2-37
42-3-10;44-16-30
42-3-11;44-10-2
42-3-11;47-8-14
42-3-11;54-6-18
42-3-11;59-2-15
42-3-11;62-3-17
42-3-12;40-21-32
42-3-12;42-7-29
42-3-13;42-19-8
42-3-13;46-6-10
42-3-14;2-23-1
42-3-14;2-23-7
42-3-14;3-19-11
42-3-14;20-6-19
42-3-15;43-1-25
42-3-17;33-4-12
42-3-17;19-1-4
42-3-17;40-13-30
42-3-19;40-14-3
42-3-20;41-6-17
42-3-21;40-3-13
42-3-21;41-1-9
42-3-21;40-3-16
42-3-21;41-1-10
42-3-22;19-2-7
42-3-22;40-3-17
42-3-22;41-1-11
42-3-22;43-1-32
42-3-22;61-1-17
42-3-23;44-10-38
42-3-23;4-4-3
42-3-23;40-13-55
42-3-32;9-17-58
42-3-32;23-11-1
42-3-32;40-1-6
42-3-33;8-4-20
42-3-34;1-25-26
42-3-34;13-2-1
42-3-35;1-11-22
42-3-37;1-5-21
42-3-38;1-4-26
42-3-38;1-5-7
42-3-38;1-5-10
42-3-38;13-1-1
42-4-1;3-16-21
42-4-1;40-4-1
42-4-1;41-1-12
42-4-2;2-34-28
42-4-2;11-19-8
42-4-2;58-2-18
42-4-4;5-8-3
42-4-6;66-13-2
42-4-6;43-12-31
42-4-6;43-14-30
42-4-6;49-2-2
42-4-7;27-3-5
42-4-8;2-20-3
42-4-8;5-6-13
42-4-8;5-10-20
42-4-9;40-4-5
42-4-9;40-4-6
42-4-10;19-91-11
42-4-11;19-91-12
42-4-12;5-6-16
42-4-12;46-10-9
42-4-13;58-4-15
42-4-14;40-4-12
42-4-14;43-4-3
42-4-14;44-10-37
42-4-15;23-52-13
42-4-16;40-2-23
42-4-16;44-13-14
42-4-16;44-17-2
42-4-18;23-61-1
42-4-19;23-58-6
42-4-19;23-61-2
42-4-22;19-45-2
42-4-22;23-50-4
42-4-22;49-4-29
42-4-22;40-13-54
42-4-22;41-6-2
42-4-22;43-6-42
42-4-26;11-17-10
42-4-27;12-5-14
42-4-28;42-2-34
42-4-29;40-21-38
42-4-30;43-8-59
42-4-30;43-10-39
42-4-31;41-1-21
42-4-32;40-7-28
42-4-32;43-7-46
42-4-32;56-2-15
42-4-33;41-1-23
42-4-34;40-8-29
42-4-34;42-8-28
42-4-34;40-2-23
42-4-34;42-18-37
42-4-34;43-19-19
42-4-34;44-2-22
42-4-34;59-2-19
42-4-34;41-1-24
42-4-34;42-1-35
42-4-34;42-4-41
42-4-35;41-1-26
42-4-36;41-1-27
42-4-37;41-1-28
42-4-37;42-5-15
42-4-38;40-8-14
42-4-38;41-1-30
42-4-39;19-103-3
42-4-39;44-28-8
42-4-39;40-8-15
42-4-39;41-1-31
42-4-40;40-8-16
42-4-40;41-1-32
42-4-40;44-28-9
42-4-41;41-1-34
42-4-41;40-8-29
42-4-41;41-3-11
42-4-41;41-1-25
42-4-41;41-3-12
42-4-41;44-16-17
42-4-41;44-16-18
42-4-41;44-19-15
42-4-41;42-2-11
42-4-41;42-4-34
42-4-42;41-1-35
42-4-43;42-8-1
42-4-43;43-9-4
42-4-43;44-10-38
42-4-43;45-15-8
42-5-1;40-4-18
42-5-1;41-1-16
42-5-2;40-4-21
42-5-3;41-4-1
42-5-5;43-21-3
42-5-7;43-21-8
42-5-8;43-21-7
42-5-8;40-8-8
42-5-10;40-4-21
42-5-10;41-1-19
42-5-10;40-4-19
42-5-10;41-1-17
42-5-11;40-4-20
42-5-11;40-6-33
42-5-11;40-19-27
42-5-11;41-1-20
42-5-11;42-18-28
42-5-11;50-3-8
42-5-12;40-8-2
42-5-12;41-1-40
42-5-13;40-8-3
42-5-13;41-1-42
42-5-14;41-7-36
42-5-14;42-8-56
42-5-14;3-13-49
42-5-14;3-14-2
42-5-14;3-14-10
42-5-14;3-14-20
42-5-14;40-8-4
42-5-14;41-1-44
42-5-15;40-4-25
42-5-15;41-3-7
42-5-15;43-6-2
42-5-16;41-1-45
42-5-17;19-103-3
42-5-17;41-2-1
42-5-18;40-9-2
42-5-18;41-2-3
42-5-19;41-2-4
42-5-20;41-2-5
42-5-21;40-9-3
42-5-21;41-2-7
42-5-21;19-32-5
42-5-21;19-103-3
42-5-21;19-130-4
42-5-21;23-1-18
42-5-21;23-43-25
42-5-21;27-9-9
42-5-23;40-9-5
42-5-23;41-2-9
42-5-25;40-9-7
42-5-25;41-2-12
42-5-25;44-4-21
42-5-25;48-1-24
42-5-26;41-5-42
42-5-26;44-3-10
42-5-26;40-9-8
42-5-28;42-5-11
42-5-29;40-9-10
42-5-29;41-2-15
42-5-29;42-15-1
42-5-31;23-53-4
42-5-31;40-9-12
42-5-31;41-2-17
42-5-32;40-9-13
42-5-32;54-1-15
42-5-33;40-9-14
42-5-33;41-2-18
42-5-33;42-7-34
42-5-35;40-22-2
42-5-35;47-11-2
42-5-35;66-19-7
42-5-35;42-17-22
42-5-35;43-16-20
42-5-36;40-9-16
42-5-36;41-2-21
42-5-37;18-32-19
42-5-37;40-9-17
42-5-37;41-2-22
42-5-39;23-25-6
42-6-1;5-23-25
42-6-1;40-12-1
42-6-1;41-2-23
42-6-4;9-21-6
42-6-4;3-24-9
42-6-4;40-12-4
42-6-4;41-2-26
42-6-5;40-12-8
42-6-5;41-2-28
42-6-6;42-13-14
42-6-6;43-9-16
42-6-6;40-12-10
42-6-6;41-3-1
42-6-7;42-14-1
42-6-7;41-3-2
42-6-8;42-5-22
42-6-8;43-2-24
42-6-8;41-3-3
42-6-10;40-12-13
42-6-10;41-3-5
42-6-11;19-2-2
42-6-11;40-12-14
42-6-11;41-3-6
42-6-12;40-6-6
42-6-12;41-3-13
42-6-12;23-26-9
42-6-12;40-14-23
42-6-13;41-3-14
42-6-13;43-6-70
42-6-14;40-10-2
42-6-14;41-3-17
42-6-14;44-1-13
42-6-14;43-14-8
42-6-15;43-11-16
42-6-15;41-3-18
42-6-16;41-3-19
42-6-19;40-14-36
42-6-19;41-5-30
42-6-20;40-5-2
42-6-29;40-5-39
42-6-29;40-5-40
42-6-29;46-6-7
42-6-30;5-15-7
42-6-30;20-3-27
42-6-30;20-21-26
42-6-30;40-5-42
42-6-39;40-15-14
42-6-39;40-23-16
42-6-40;40-10-24
42-6-40;43-13-16
42-6-40;43-15-20
42-6-41;40-7-3
42-6-42;40-7-4
42-6-42;20-18-17
42-6-42;45-2-21
42-6-42;40-7-5
42-6-43;40-7-16
42-6-44;40-12-33
42-6-44;1-1-11
42-6-45;40-12-35
42-6-45;40-12-34
42-6-48;44-14-22
42-6-48;55-3-12
42-6-48;19-125-1
42-6-48;40-7-25
42-6-48;55-2-19
42-6-48;60-1-5
42-6-49;59-1-24
42-6-49;18-8-13
42-6-49;58-10-29
42-6-49;61-2-20
42-6-49;40-7-27
42-7-1;40-8-5
42-7-2;40-8-6
42-7-2;43-4-47
42-7-5;44-10-2
42-7-6;40-8-8
42-7-8;40-8-9
42-7-10;40-8-13
42-7-12;11-17-17
42-7-12;42-8-42
42-7-12;42-9-38
42-7-13;58-4-15
42-7-13;42-8-52
42-7-13;43-11-33
42-7-14;11-17-21
42-7-14;42-8-54
42-7-14;43-11-43
42-7-14;44-9-40
42-7-15;11-17-23
42-7-15;12-4-36
42-7-16;42-1-65
42-7-16;5-18-15
42-7-16;42-24-19
42-7-16;43-4-19
42-7-16;43-6-14
42-7-16;43-7-40
42-7-16;44-7-37
42-7-16;2-4-31
42-7-16;19-106-4
42-7-16;42-1-68
42-7-18;40-11-2
42-7-18;43-3-26
42-7-19;19-40-7
42-7-19;19-118-26
42-7-19;26-21-27
42-7-19;38-9-9
42-7-19;39-3-1
42-7-19;40-3-11
42-7-21;23-53-4
42-7-23;23-8-14
42-7-23;40-11-6
42-7-23;42-2-34
42-7-23;43-6-66
42-7-27;39-3-1
42-7-27;23-40-3
42-7-27;40-11-10
42-7-27;42-1-16
42-7-27;43-1-23
42-7-29;40-3-15
42-7-29;40-21-32
42-7-29;40-3-6
42-7-29;42-3-12
42-7-30;5-32-28
42-7-30;44-13-46
42-7-30;44-20-27
42-7-30;45-10-3
42-7-31;40-11-16
42-7-35;46-1-24
42-7-35;43-10-38
42-7-36;40-26-6
42-7-36;42-11-37
42-7-37;40-26-7
42-7-37;41-14-3
42-7-37;43-12-3
42-7-39;43-4-19
42-7-39;42-15-2
42-7-41;40-18-28
42-7-42;19-32-1
42-7-42;19-103-3
42-7-42;23-1-18
42-7-42;40-18-27
42-7-42;42-7-47
42-7-44;1-18-4
42-7-44;54-5-10
42-7-45;46-16-20
42-7-45;60-5-14
42-7-47;19-51-1
42-7-47;23-43-25
42-7-47;23-44-22
42-7-47;42-7-42
42-7-47;54-1-14
42-7-48;40-9-2
42-7-48;41-2-5
42-7-49;23-53-3
42-7-49;40-9-3
42-7-49;41-2-7
42-7-49;42-5-21
42-7-50;40-9-22
42-7-50;42-8-48
42-7-50;49-2-8
42-7-50;9-1-17
42-7-50;43-14-27
42-8-1;40-9-35
42-8-1;42-4-43
42-8-2;40-27-55
42-8-2;41-15-40
42-8-2;42-16-9
42-8-2;42-11-26
42-8-3;42-24-10
42-8-4;40-13-3
42-8-4;41-4-1
42-8-5;40-13-4
42-8-5;41-4-4
42-8-5;42-8-12
42-8-6;40-13-5
42-8-6;41-4-5
42-8-6;42-8-13
42-8-7;40-13-7
42-8-7;41-4-7
42-8-7;42-8-14
42-8-8;40-13-8
42-8-8;41-4-8
42-8-8;42-8-15
42-8-8;40-11-15
42-8-8;40-13-9
42-8-8;41-4-9
42-8-9;40-13-10
42-8-9;41-4-10
42-8-11;40-13-18
42-8-11;41-4-14
42-8-11;44-20-32
42-8-11;60-1-23
42-8-12;59-1-23
42-8-12;47-2-11
42-8-12;40-13-19
42-8-12;41-4-15
42-8-12;46-1-21
42-8-12;47-4-3
42-8-13;40-13-20
42-8-13;41-4-16
42-8-14;40-19-23
42-8-14;54-6-9
42-8-14;55-3-4
42-8-14;55-4-10
42-8-14;40-13-22
42-8-14;41-4-18
42-8-15;44-16-14
42-8-15;40-13-23
42-8-15;41-4-20
42-8-15;58-10-36
42-8-15;66-3-10
42-8-16;40-5-15
42-8-16;41-4-21
42-8-16;42-11-33
42-8-16;50-2-15
42-8-17;21-12-14
42-8-17;40-10-26
42-8-17;41-4-22
42-8-17;42-12-2
42-8-17;46-4-5
42-8-19;40-13-55
42-8-19;43-7-5
42-8-19;44-1-14
42-8-19;40-12-46
42-8-19;41-3-31
42-8-20;40-12-47
42-8-20;41-3-32
42-8-21;40-12-50
42-8-21;41-3-35
42-8-21;43-15-14
42-8-22;40-8-23
42-8-22;41-4-36
42-8-24;40-8-25
42-8-24;41-4-38
42-8-24;19-65-7
42-8-24;40-8-26
42-8-24;41-4-39
42-8-26;40-8-28
42-8-26;41-5-1
42-8-27;41-5-2
42-8-28;41-1-24
42-8-28;40-8-29
42-8-28;41-5-7
42-8-28;42-4-34
42-8-29;41-9-21
42-8-29;42-13-16
42-8-29;43-5-6
42-8-30;41-5-9
42-8-31;41-5-10
42-8-31;66-20-3
42-8-32;3-11-7
42-8-32;5-14-8
42-8-32;40-8-31
42-8-32;41-5-12
42-8-33;40-8-32
42-8-33;41-5-13
42-8-34;40-8-33
42-8-34;41-5-14
42-8-35;40-8-34
42-8-35;41-5-15
42-8-36;41-5-16
42-8-37;41-5-17
42-8-38;41-5-18
42-8-38;42-18-43
42-8-39;41-5-19
42-8-39;41-5-20
42-8-40;41-5-21
42-8-41;40-9-18
42-8-41;41-5-22
42-8-42;40-9-18
42-8-42;41-5-23
42-8-43;3-15-25
42-8-43;40-9-20
42-8-43;41-5-25
42-8-44;4-15-38
42-8-44;40-9-21
42-8-44;41-5-27
42-8-44;3-6-27
42-8-45;41-5-30
42-8-45;41-5-31
42-8-46;42-5-17
42-8-46;41-5-32
42-8-48;42-7-50
42-8-48;9-1-17
42-8-48;40-9-22
42-8-48;41-5-34
42-8-49;41-5-35
42-8-50;41-5-36
42-8-50;43-11-25
42-8-50;45-4-17
42-8-51;41-5-37
42-8-53;40-9-24
42-8-53;41-5-40
42-8-54;41-5-41
42-8-54;42-7-14
42-8-54;43-11-43
42-8-55;1-2-7
42-8-55;1-6-17
42-8-55;18-33-4
42-8-55;21-3-19
42-8-55;23-42-5
42-8-55;66-11-11
42-8-55;41-5-42
42-8-55;41-5-43
42-8-56;41-7-36
42-8-56;42-5-14
42-9-1;40-10-1
42-9-1;41-3-14
42-9-1;41-6-7
42-9-3;40-10-10
42-9-3;41-6-8
42-9-3;42-10-4
42-9-6;40-11-1
42-9-6;41-6-12
42-9-7;40-14-2
42-9-7;41-6-14
42-9-7;41-8-28
42-9-7;42-9-19
42-9-9;40-14-3
42-9-9;41-6-16
42-9-9;42-23-8
42-9-10;41-6-30
42-9-10;40-14-13
42-9-11;44-28-31
42-9-11;40-14-14
42-9-11;41-6-34
42-9-11;43-6-2
42-9-12;19-78-19
42-9-12;40-14-15
42-9-12;41-6-35
42-9-12;43-6-5
42-9-14;40-14-21
42-9-14;41-6-44
42-9-14;43-6-10
42-9-14;40-14-19
42-9-14;41-6-39
42-9-14;46-14-40
42-9-16;41-6-41
42-9-16;43-6-11
42-9-17;12-4-44
42-9-17;19-145-15
42-9-17;40-14-20
42-9-17;41-6-43
42-9-17;43-6-13
42-9-18;40-16-13
42-9-18;41-8-27
42-9-21;40-16-20
42-9-21;41-8-30
42-9-22;19-22-15
42-9-22;23-53-5
42-9-22;23-53-8
42-9-22;27-11-22
42-9-22;40-16-21
42-9-22;41-8-31
42-9-22;42-17-25
42-9-23;50-3-8
42-9-23;40-10-38
42-9-23;40-16-24
42-9-23;41-8-34
42-9-23;42-14-27
42-9-24;40-16-25
42-9-24;41-8-35
42-9-24;43-12-25
42-9-24;44-20-24
42-9-24;66-2-10
42-9-25;19-49-6
42-9-25;40-16-26
42-9-25;41-8-36
42-9-25;44-1-18
42-9-25;66-18-7
42-9-26;40-10-33
42-9-26;41-8-38
42-9-26;55-2-12
42-9-28;40-17-1
42-9-28;41-9-2
42-9-29;2-34-29
42-9-29;40-17-2
42-9-29;41-9-3
42-9-30;12-2-11
42-9-30;40-17-3
42-9-30;41-9-4
42-9-31;42-9-22
42-9-31;42-13-33
42-9-32;43-1-14
42-9-32;61-1-16
42-9-33;40-17-4
42-9-33;41-9-5
42-9-34;40-17-5
42-9-34;41-9-7
42-9-35;42-3-22
42-9-35;43-12-28
42-9-35;19-2-7
42-9-35;23-42-1
42-9-35;61-1-17
42-9-35;5-18-15
42-9-35;40-3-17
42-9-35;44-3-22
42-9-36;40-17-8
42-9-36;41-9-8
42-9-36;40-17-9
42-9-36;41-9-9
42-9-37;40-17-14
42-9-37;41-9-14
42-9-38;42-7-12
42-9-38;40-17-15
42-9-38;41-9-17
42-9-39;41-1-26
42-9-40;40-17-16
42-9-40;41-9-18
42-9-41;5-32-5
42-9-41;19-78-8
42-9-42;41-9-20
42-9-42;42-7-15
42-9-43;19-147-5
42-9-46;40-18-1
42-9-46;41-9-33
42-9-46;42-22-24
42-9-47;40-18-2
42-9-47;41-9-36
42-9-48;41-9-37
42-9-48;43-12-44
42-9-48;40-23-11
42-9-48;45-12-10
42-9-49;42-10-17
42-9-49;4-11-28
42-9-49;41-9-38
42-9-51;41-10-34
42-9-51;44-1-2
42-9-51;54-3-16
42-9-52;42-10-33
42-9-52;42-17-16
42-9-53;43-4-9
42-9-54;41-3-17
42-9-54;11-18-38
42-9-54;12-1-10
42-9-57;40-8-19
42-9-58;40-8-20
42-9-59;40-8-21
42-9-60;49-2-1
42-9-60;54-5-6
42-9-60;40-8-22
42-9-61;11-19-20
42-9-61;42-14-33
42-9-62;46-9-10
42-9-62;46-9-24
42-9-62;1-19-17
42-9-62;40-10-37
42-9-62;50-3-13
42-10-1;2-24-1
42-10-1;4-11-16
42-10-1;41-6-7
42-10-2;40-9-37
42-10-2;46-3-9
42-10-2;53-3-1
42-10-2;24-3-15
42-10-4;40-10-9
42-10-4;42-9-3
42-10-4;12-4-29
42-10-7;40-10-11
42-10-7;5-18-8
42-10-7;46-10-27
42-10-7;48-6-6
42-10-7;40-10-10
42-10-7;46-9-11
42-10-7;46-9-14
42-10-7;54-5-18
42-10-7;49-5-15
42-10-9;42-9-2
42-10-9;27-2-44
42-10-9;40-3-2
42-10-9;45-10-8
42-10-13;40-11-21
42-10-15;24-51-53
42-10-15;19-9-17
42-10-15;23-14-15
42-10-15;26-26-20
42-10-15;40-11-23
42-10-16;40-10-40
42-10-16;41-9-37
42-10-16;43-5-23
42-10-16;43-13-20
42-10-17;44-16-18
42-10-18;43-12-31
42-10-18;43-16-11
42-10-18;58-2-14
42-10-18;66-12-8
42-10-21;40-11-25
42-10-21;46-1-19
42-10-21;46-2-6
42-10-22;40-28-18
42-10-22;43-3-35
42-10-22;43-10-15
42-10-22;43-1-18
42-10-22;47-4-6
42-10-25;40-22-35
42-10-25;40-19-16
42-10-25;41-10-17
42-10-25;42-18-18
42-10-26;3-18-5
42-10-27;5-6-5
42-10-27;5-10-12
42-10-27;5-11-22
42-10-27;6-22-5
42-10-27;41-12-30
42-10-27;3-19-18
42-10-27;40-19-19
42-10-27;45-13-9
42-10-27;48-5-14
42-10-27;59-2-8
42-10-28;3-18-5
42-10-28;16-9-29
42-10-28;26-20-11
42-10-28;43-17-3
42-10-28;45-10-5
42-10-28;48-3-12
42-10-29;42-16-15
42-10-31;18-6-14
42-10-32;20-27-10
42-10-33;43-4-9
42-10-34;23-1-6
42-10-36;40-19-19
42-10-37;20-14-21
42-10-37;28-6-6
42-10-37;33-6-8
42-10-37;42-6-36
42-10-37;43-13-17
42-10-37;49-4-32
42-10-38;43-12-2
42-10-39;5-33-3
42-10-39;42-8-35
42-10-39;44-22-3
42-10-40;46-7-35
42-10-40;42-8-3
42-10-41;46-7-32
42-10-41;43-6-27
42-10-42;40-4-4
42-10-42;40-6-33
42-10-42;43-6-27
42-11-1;59-4-3
42-11-1;42-5-33
42-11-3;19-37-25
42-11-3;23-51-14
42-11-4;19-79-9
42-11-4;27-9-19
42-11-4;40-9-6
42-11-4;40-6-14
42-11-4;41-11-25
42-11-4;49-4-32
42-11-4;51-3-13
42-11-4;40-6-13
42-11-4;42-22-46
42-11-4;46-10-13
42-11-4;59-1-13
42-11-4;66-3-10
42-11-7;40-26-10
42-11-7;41-14-6
42-11-10;19-50-15
42-11-10;24-33-3
42-11-10;41-11-24
42-11-10;43-15-7
42-11-10;59-1-6
42-11-10;62-3-22
42-11-10;62-5-14
42-11-14;40-9-32
42-11-14;40-12-22
42-11-15;40-9-34
42-11-15;41-3-22
42-11-16;40-12-38
42-11-16;41-8-11
42-11-16;46-1-22
42-11-17;43-2-25
42-11-17;40-12-25
42-11-17;41-3-24
42-11-18;41-3-26
42-11-20;2-8-19
42-11-20;40-12-28
42-11-21;23-49-24
42-11-21;40-12-29
42-11-21;41-3-27
42-11-22;23-9-6
42-11-22;23-53-12
42-11-22;51-2-15
42-11-22;62-4-4
42-11-22;40-12-29
42-11-22;41-3-27
42-11-23;40-12-30
42-11-23;41-9-40
42-11-23;42-9-50
42-11-23;43-11-52
42-11-26;42-8-2
42-11-26;40-12-45
42-11-26;43-5-14
42-11-26;61-2-20
42-11-27;42-1-28
42-11-27;42-1-48
42-11-28;5-29-9
42-11-28;19-1-2
42-11-28;19-112-1
42-11-28;19-119-2
42-11-28;23-56-2
42-11-28;40-7-21
42-11-28;59-1-25
42-11-29;40-12-38
42-11-29;46-1-22
42-11-29;40-16-4
42-11-30;32-1-17
42-11-30;40-12-39
42-11-31;11-10-1
42-11-31;14-9-1
42-11-31;23-9-6
